,instance,method,goals_visited,path_length,num_points,runtime,valid,number_goal_points,number_start_points,number_end_points,instance_number
363,instance_075,greedy,4,1924.527,6,0.0002,1,7,2,2,instance_075
364,instance_075,beam,5,1943.093,7,0.0006,1,7,2,2,instance_075
365,instance_071,annealing,0,737.599,2,0.0622,1,21,3,2,instance_071
366,instance_075,local,4,1924.527,6,0.0002,1,7,2,2,instance_075
367,instance_075,hybrid,4,1924.527,6,0.0002,1,7,2,2,instance_075
368,instance_076,greedy,4,1896.702,6,0.0008,1,9,3,2,instance_076
369,instance_075,annealing,0,0.0,0,0.0031,0,7,2,2,instance_075
370,instance_076,annealing,0,0.0,0,0.0021,0,9,3,2,instance_076
371,instance_076,local,4,1896.702,6,0.0003,1,9,3,2,instance_076
372,instance_076,hybrid,4,1896.702,6,0.0003,1,9,3,2,instance_076
373,instance_077,greedy,4,1691.501,6,0.0002,1,9,3,2,instance_077
374,instance_077,beam,4,1691.501,6,0.0006,1,9,3,2,instance_077
375,instance_077,annealing,0,0.0,0,0.0005,0,9,3,2,instance_077
376,instance_077,local,4,1691.501,6,0.0003,1,9,3,2,instance_077
377,instance_076,beam,6,1662.911,8,0.0091,1,9,3,2,instance_076
378,instance_077,hybrid,4,1691.501,6,0.0003,1,9,3,2,instance_077
379,instance_078,greedy,3,1825.741,5,0.0001,1,8,3,2,instance_078
380,instance_078,beam,4,1824.4,6,0.0006,1,8,3,2,instance_078
381,instance_078,annealing,0,0.0,0,0.0003,0,8,3,2,instance_078
382,instance_078,local,3,1825.741,5,0.0002,1,8,3,2,instance_078
383,instance_078,hybrid,3,1825.741,5,0.0001,1,8,3,2,instance_078
384,instance_079,greedy,4,1936.232,6,0.0002,1,8,2,3,instance_079
385,instance_079,beam,4,1936.232,6,0.0005,1,8,2,3,instance_079
386,instance_061,annealing,11,1939.082,13,0.2651,1,25,3,3,instance_061
387,instance_079,hybrid,4,1936.232,6,0.0003,1,8,2,3,instance_079
388,instance_080,greedy,6,1977.925,8,0.0005,1,10,2,3,instance_080
389,instance_079,local,4,1936.232,6,0.0004,1,8,2,3,instance_079
390,instance_080,beam,6,1829.754,8,0.0013,1,10,2,3,instance_080
391,instance_080,local,6,1977.925,8,0.0005,1,10,2,3,instance_080
392,instance_080,annealing,0,0.0,0,0.0049,0,10,2,3,instance_080
393,instance_080,hybrid,6,1977.925,8,0.0038,1,10,2,3,instance_080
394,instance_081,greedy,5,1978.571,7,0.0003,1,12,2,2,instance_081
395,instance_081,beam,5,1996.747,7,0.0021,1,12,2,2,instance_081
396,instance_081,local,5,1848.993,7,0.0007,1,12,2,2,instance_081
397,instance_081,annealing,0,0.0,0,0.0037,0,12,2,2,instance_081
398,instance_081,hybrid,5,1848.993,7,0.0005,1,12,2,2,instance_081
399,instance_082,greedy,4,1921.539,6,0.0001,1,6,2,2,instance_082
400,instance_082,beam,4,1921.539,6,0.0003,1,6,2,2,instance_082
401,instance_082,local,4,1921.539,6,0.0002,1,6,2,2,instance_082
402,instance_082,annealing,0,0.0,0,0.0016,0,6,2,2,instance_082
403,instance_079,annealing,0,0.0,0,0.0162,0,8,2,3,instance_079
404,instance_082,hybrid,4,1921.539,6,0.0002,1,6,2,2,instance_082
405,instance_083,greedy,0,955.96,2,0.0,1,7,2,2,instance_083
406,instance_083,beam,1,1918.791,3,0.0001,1,7,2,2,instance_083
407,instance_083,local,0,955.96,2,0.0,1,7,2,2,instance_083
408,instance_083,hybrid,0,955.96,2,0.0,1,7,2,2,instance_083
409,instance_084,greedy,0,379.353,2,0.0002,1,7,3,2,instance_084
410,instance_084,annealing,0,0.0,0,0.0002,0,7,3,2,instance_084
411,instance_084,beam,6,1915.505,8,0.0011,1,7,3,2,instance_084
412,instance_084,hybrid,0,379.353,2,0.0001,1,7,3,2,instance_084
413,instance_085,greedy,8,1843.908,10,0.0007,1,11,3,2,instance_085
414,instance_084,local,0,379.353,2,0.0001,1,7,3,2,instance_084
415,instance_085,beam,8,1843.908,10,0.0104,1,11,3,2,instance_085
416,instance_085,local,8,1839.095,10,0.0052,1,11,3,2,instance_085
417,instance_073,beam,5,1997.3,7,0.0734,1,21,3,3,instance_073
418,instance_086,greedy,1,1980.553,3,0.0001,1,11,2,3,instance_086
419,instance_086,beam,6,1909.409,8,0.0014,1,11,2,3,instance_086
420,instance_086,annealing,0,0.0,0,0.0003,0,11,2,3,instance_086
421,instance_086,local,1,1980.553,3,0.0001,1,11,2,3,instance_086
422,instance_086,hybrid,1,1980.553,3,0.0001,1,11,2,3,instance_086
423,instance_087,greedy,0,357.61,2,0.0001,1,12,2,2,instance_087
424,instance_087,beam,0,357.61,2,0.0001,1,12,2,2,instance_087
425,instance_085,hybrid,8,1839.095,10,0.0115,1,11,3,2,instance_085
426,instance_087,local,0,357.61,2,0.0001,1,12,2,2,instance_087
427,instance_087,hybrid,0,357.61,2,0.0001,1,12,2,2,instance_087
428,instance_088,greedy,4,1855.366,6,0.0003,1,14,2,2,instance_088
429,instance_088,beam,5,1977.341,7,0.0019,1,14,2,2,instance_088
430,instance_083,annealing,0,955.96,2,0.054,1,7,2,2,instance_083
431,instance_088,local,4,1855.366,6,0.0004,1,14,2,2,instance_088
432,instance_088,hybrid,4,1855.366,6,0.0004,1,14,2,2,instance_088
433,instance_089,greedy,1,1795.38,3,0.0001,1,10,3,2,instance_089
434,instance_089,beam,4,1863.935,6,0.0005,1,10,3,2,instance_089
435,instance_089,annealing,0,0.0,0,0.0001,0,10,3,2,instance_089
436,instance_089,local,1,1795.38,3,0.0001,1,10,3,2,instance_089
437,instance_089,hybrid,1,1795.38,3,0.0001,1,10,3,2,instance_089
438,instance_090,greedy,0,938.566,2,0.0007,1,12,3,2,instance_090
439,instance_090,beam,8,1609.461,10,0.0151,1,12,3,2,instance_090
440,instance_090,annealing,0,0.0,0,0.001,0,12,3,2,instance_090
441,instance_090,local,0,938.566,2,0.0008,1,12,3,2,instance_090
442,instance_090,hybrid,0,938.566,2,0.0008,1,12,3,2,instance_090
443,instance_063,annealing,13,1991.657,14,0.358,0,36,2,2,instance_063
444,instance_091,beam,8,1993.098,10,0.0025,1,12,2,3,instance_091
445,instance_091,annealing,0,0.0,0,0.0003,0,12,2,3,instance_091
446,instance_087,annealing,0,357.61,2,0.0958,1,12,2,2,instance_087
447,instance_091,local,2,1957.093,4,0.0002,1,12,2,3,instance_091
448,instance_091,hybrid,2,1957.093,4,0.0002,1,12,2,3,instance_091
449,instance_092,greedy,1,1759.95,3,0.0001,1,11,2,2,instance_092
450,instance_092,annealing,0,0.0,0,0.0001,0,11,2,2,instance_092
451,instance_092,local,1,1759.95,3,0.0001,1,11,2,2,instance_092
452,instance_092,beam,3,1999.866,5,0.0004,1,11,2,2,instance_092
453,instance_092,hybrid,1,1759.95,3,0.0001,1,11,2,2,instance_092
454,instance_091,greedy,2,1957.093,4,0.0002,1,12,2,3,instance_091
455,instance_093,greedy,11,1817.515,13,0.007,1,18,3,3,instance_093
456,instance_093,beam,11,1817.515,13,0.0164,1,18,3,3,instance_093
457,instance_093,local,11,1817.515,13,0.0111,1,18,3,3,instance_093
458,instance_094,greedy,9,1987.666,11,0.0012,1,13,3,3,instance_094
459,instance_093,hybrid,11,1817.515,13,0.0099,1,18,3,3,instance_093
460,instance_094,beam,9,1987.666,11,0.0126,1,13,3,3,instance_094
461,instance_094,local,9,1987.666,11,0.0017,1,13,3,3,instance_094
462,instance_094,hybrid,9,1987.666,11,0.0013,1,13,3,3,instance_094
463,instance_095,greedy,4,1910.202,6,0.0003,1,13,3,3,instance_095
464,instance_095,beam,10,1999.214,12,0.0149,1,13,3,3,instance_095
465,instance_095,annealing,0,0.0,0,0.0039,0,13,3,3,instance_095
466,instance_095,local,4,1910.202,6,0.0003,1,13,3,3,instance_095
467,instance_095,hybrid,4,1910.202,6,0.0003,1,13,3,3,instance_095
468,instance_096,greedy,0,439.21,2,0.0012,1,14,2,3,instance_096
469,instance_096,beam,11,1937.753,13,0.0131,1,14,2,3,instance_096
470,instance_096,annealing,0,0.0,0,0.0013,0,14,2,3,instance_096
471,instance_096,local,0,439.21,2,0.0014,1,14,2,3,instance_096
472,instance_096,hybrid,0,439.21,2,0.0012,1,14,2,3,instance_096
473,instance_097,greedy,7,1359.779,9,0.0002,1,7,1,1,instance_097
474,instance_097,beam,6,1087.824,8,0.0008,1,7,1,1,instance_097
475,instance_097,annealing,7,1359.779,9,0.1078,1,7,1,1,instance_097
476,instance_097,local,7,1359.779,9,0.0013,1,7,1,1,instance_097
477,instance_097,hybrid,7,1359.779,9,0.0016,1,7,1,1,instance_097
478,instance_098,greedy,6,715.592,8,0.0007,1,6,1,1,instance_098
479,instance_098,beam,6,715.592,8,0.0014,1,6,1,1,instance_098
480,instance_094,annealing,9,1987.666,11,0.2338,1,13,3,3,instance_094
481,instance_098,local,6,715.592,8,0.0012,1,6,1,1,instance_098
482,instance_098,hybrid,6,715.592,8,0.0012,1,6,1,1,instance_098
483,instance_099,greedy,0,1796.051,2,0.0,1,9,1,1,instance_099
484,instance_099,beam,0,1796.051,2,0.0001,1,9,1,1,instance_099
485,instance_085,annealing,11,1572.879,12,0.3847,0,11,3,2,instance_085
486,instance_099,local,0,1796.051,2,0.0001,1,9,1,1,instance_099
487,instance_099,hybrid,0,1796.051,2,0.0,1,9,1,1,instance_099
488,instance_100,greedy,0,1895.046,2,0.0,1,8,1,1,instance_100
489,instance_100,beam,0,1895.046,2,0.0001,1,8,1,1,instance_100
490,instance_098,annealing,6,715.592,8,0.1146,1,6,1,1,instance_098
491,instance_100,local,0,1895.046,2,0.0,1,8,1,1,instance_100
492,instance_100,hybrid,0,1895.046,2,0.0001,1,8,1,1,instance_100
493,instance_088,annealing,14,1769.794,15,0.4263,0,14,2,2,instance_088
494,instance_100,annealing,0,1895.046,2,0.0689,1,8,1,1,instance_100
495,instance_099,annealing,0,1796.051,2,0.0783,1,9,1,1,instance_099
496,instance_053,annealing,18,1612.32,19,0.9433,0,18,2,3,instance_053
497,instance_093,annealing,12,1763.346,13,0.3655,0,18,3,3,instance_093
498,instance_069,annealing,22,1990.884,23,0.7318,0,24,2,2,instance_069
499,instance_073,annealing,21,1932.023,22,0.6755,0,21,3,3,instance_073
